INVOICE_DATE,INVOICE_NUMBER,RETAILER_CODE,HIERARCHY_CATEGORY,HIERARCHY_BRAND,HIERARCHY_REGIONAL_BRAND,PRODUCT_CODE,GROSS_AMOUNT
2025-05-29,IN14077626003585,Out-212634,Captain,Chings Secret,Chings Soups,14000000007987,310.800000
2025-05-29,IN14077626003642,Out-210663,Captain,Chings Secret,Chings Soups,14000000007987,310.800000
2025-05-28,IN14077626003216,Out-211013,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-06-06,IN14878726001290,Out-213451,Captain,Chings Secret,Chings Noodles,14000000014492,245.800000
2025-06-08,IN14878726001294,Out-213331,Captain,Chings Secret,Chings Noodles,14000000014492,122.900000
2025-06-18,IN14878726001401,Out-213399,Captain,Chings Secret,Chings Noodles,14000000014492,245.800000
2025-06-08,IN14878726001293,Out-213301,Captain,Chings Secret,Chings Noodles,14000000014492,122.900000
2025-06-30,IN14878726A00003,Out-213506,Captain,Chings Secret,Chings Noodles,14000000014492,1229.000000
2025-06-10,IN14878726001315,Out-213466,Captain,Chings Secret,Chings Noodles,14000000014492,245.800000
2025-06-06,IN14878726001283,Out-213216,Captain,Chings Secret,Chings Noodles,14000000014492,122.900000
2025-06-09,IN14878726001303,Out-213377,Captain,Chings Secret,Chings Noodles,14000000014492,184.350000
2025-04-04,IN14077626000077,Out-211415,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,244.120000
2025-06-07,IN14077626004352,Out-211325,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-05-08,IN14077626002098,Out-212352,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-04-23,IN14077626001306,Out-212142,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-16,IN14077626000816,Out-210503,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-05-08,IN14077626002058,Out-211464,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-04-30,IN14077626001689,Out-212279,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-06-10,IN14077626004482,Out-211952,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-04-08,IN14077626000422,Out-212559,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-05-14,IN14077626002456,Out-212268,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-30,IN14077626001658,Out-211831,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,25937.750000
2025-06-10,IN14077626004490,Out-211041,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-05-06,IN14077626001946,Out-212214,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-06-04,IN14077626004033,Out-212352,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-04-23,IN14077626001303,Out-212268,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-04-21,IN14077626001078,Out-211831,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,24412.000000
2025-06-09,IN14077626004460,Out-212108,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-06-12,IN14077626A00341,Out-211466,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1220.600000
2025-04-17,IN14077626000828,Out-212659,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-05-22,IN14077626002885,Out-210683,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,3051.500000
2025-04-22,IN14077626001199,Out-212663,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-05-08,IN14077626A00049,Out-212584,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,366.180000
2025-04-22,IN14077626001193,Out-211952,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-06-04,IN14077626003959,Out-210485,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,610.300000
2025-05-28,IN14077626003363,Out-211886,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,3051.500000
2025-04-15,IN14077626000734,Out-211856,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-05-05,IN14077626001831,Out-212757,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-04-15,IN14077626000778,Out-211287,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-05-08,IN14077626A00027,Out-211207,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,610.300000
2025-04-22,IN14077626001206,Out-210763,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-04-04,IN14077626000030,Out-211464,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-06-11,IN14077626A00325,Out-210516,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-05-26,IN14077626003085,Out-211697,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-04-14,IN14077626000680,Out-212104,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-05-22,IN14077626002872,Out-210750,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,3051.500000
2025-06-07,IN14077626004325,Out-211146,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-05-29,IN14077626003485,Out-212659,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-04-09,IN14077626000547,Out-210485,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,610.300000
2025-04-25,IN14077626001462,Out-212718,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,610.300000
2025-05-29,IN14077626003496,Out-211466,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-04-04,IN14077626000104,Out-212055,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN14077626000909,Out-210918,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN14077626000911,Out-211287,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-04-15,IN14077626000770,Out-211381,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,122.060000
2025-04-24,IN14077626001377,Out-212352,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-05-05,IN14077626001844,Out-212663,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-05-05,IN14077626001827,Out-211952,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,305.150000
2025-06-04,IN14077626A00134,Out-210616,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-04-07,IN14077626000340,Out-212211,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,610.300000
2025-04-04,IN14077626000093,Out-212955,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,1525.750000
2025-04-07,IN14077626000342,Out-212085,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-04-18,IN14077626000881,Out-211415,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-04-15,IN14077626000764,Out-210663,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,183.090000
2025-05-24,IN15890326002634,Out-378842,Captain,Smith & Jones,SnJ Cooking Paste,14000000007919,40.960000
2025-05-24,IN15890326002636,Out-378825,Captain,Smith & Jones,SnJ Cooking Paste,14000000007919,40.960000
2025-05-23,IN15890326002626,Out-379065,Captain,Smith & Jones,SnJ Cooking Paste,14000000007919,40.960000
2025-05-08,IN15890326001724,Out-379118,Captain,Smith & Jones,SnJ Cooking Paste,14000000007919,327.680000
2025-06-26,IN14077626005621,Out-4292758,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1384.500000
2025-06-18,IN14077626A00501,Out-212167,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,830.700000
2025-06-16,IN14077626004861,Out-212654,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-23,IN14077626A00623,Out-248034,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-18,IN14077626A00475,Out-211205,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-16,IN14077626004869,Out-212410,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-16,IN14077626004867,Out-210578,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,184.600000
2025-06-14,IN14077626A00393,Out-1086592,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,92.300000
2025-06-17,IN14077626005026,Out-211392,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-23,IN14077626005385,Out-212767,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,369.200000
2025-06-25,IN14077626005509,Out-211725,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,923.000000
2025-06-21,IN14077626005323,Out-211092,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,184.600000
2025-06-24,IN14077626005457,Out-213023,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,830.700000
2025-06-19,IN14077626A00529,Out-211351,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,923.000000
2025-06-16,IN14077626A00436,Out-211631,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-18,IN14077626A00481,Out-210460,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,369.200000
2025-06-20,IN14077626005253,Out-212987,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,276.900000
2025-06-16,IN14077626A00422,Out-211099,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-23,IN14077626005381,Out-212504,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-17,IN14077626A00456,Out-211387,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-18,IN14077626005054,Out-211115,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-20,IN14077626005261,Out-210926,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-17,IN14077626A00455,Out-210914,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-16,IN14077626004928,Out-210646,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-17,IN14077626005020,Out-210908,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,184.600000
2025-06-16,IN14077626004859,Out-210519,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-17,IN14077626004978,Out-210517,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-19,IN14077626005197,Out-4484497,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,4984.200000
2025-06-23,IN14077626005386,Out-211029,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-20,IN14077626005278,Out-211339,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-17,IN14077626004983,Out-212168,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-24,IN14077626005479,Out-211628,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-17,IN14077626A00457,Out-211892,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-20,IN14077626005274,Out-211300,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-18,IN14077626005056,Out-211725,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-16,IN14077626004885,Out-212505,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-23,IN14077626005448,Out-210646,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-17,IN14077626005017,Out-210920,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,49842.000000
2025-06-23,IN14077626005349,Out-212162,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-14,IN14077626A00401,Out-210425,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-06-26,IN14077626005564,Out-211466,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,276.900000
2025-06-20,IN14077626A00567,Out-210540,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,369.200000
2025-06-25,IN14077626005544,Out-211853,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1015.300000
2025-06-16,IN14077626A00426,Out-211597,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-14,IN14077626004808,Out-211430,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,646.100000
2025-06-25,IN14077626A00656,Out-210616,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,3322.800000
2025-06-26,IN14077626005619,Out-211991,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,1661.400000
2025-06-16,IN14077626004919,Out-210552,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-07,IN14077626A00260,Out-210803,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,423.800000
2025-06-16,IN14077626A00420,Out-320042,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-05-27,IN14077626003188,Out-211392,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-16,IN14077626A00430,Out-211022,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,2119.000000
2025-06-04,IN14077626A00145,Out-211205,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,2119.000000
2025-05-22,IN14077626002884,Out-211839,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,3178.500000
2025-06-18,IN14077626005109,Out-212427,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,974.740000
2025-06-02,IN14077626003865,Out-210445,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,211.900000
2025-06-04,IN14077626004051,Out-210920,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,10595.000000
2025-06-16,IN14077626004928,Out-210646,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-05-22,IN14077626002926,Out-218403,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-16,IN14077626A00435,Out-1086757,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-16,IN14077626004922,Out-212076,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-16,IN14077626004897,Out-212336,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,2119.000000
2025-05-27,IN14077626003140,Out-212002,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-03,IN14077626003905,Out-210914,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,1059.500000
2025-06-14,IN14077626004774,Out-4520895,Packaged Foods,Tata Salt,Tata Salt Lite,15000000000757,508.560000
2025-04-28,IN17747926000492,Out-399778,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000482,Out-399984,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000484,Out-400088,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000489,Out-399801,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000495,Out-399827,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000477,Out-399854,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000494,Out-399694,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000469,Out-400008,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000486,Out-400226,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000479,Out-400296,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000493,Out-400304,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000491,Out-399735,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000483,Out-399918,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-04-28,IN17747926000480,Out-400365,Packaged Beverages,Tata Tea,Chakra Gold,14000000014063,480.840000
2025-06-13,IN15890326003428,Out-379181,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,228.450000
2025-06-13,IN15890326003427,Out-379070,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,228.450000
2025-05-09,IN15890326001899,Out-378981,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001897,Out-379012,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001896,Out-378832,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001898,Out-379406,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001862,Out-379070,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001900,Out-379415,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001864,Out-379181,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-09,IN15890326001902,Out-379407,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-05-19,IN17248426A00037,Out-4476825,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-05-28,IN17248426002100,Out-550608,Captain,Chings Secret,Chings Noodles,14000000014490,307.250000
2025-05-16,IN17248426001766,Out-4485385,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-22,IN17248426001930,Out-550712,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001756,Out-727559,Captain,Chings Secret,Chings Noodles,14000000014490,245.800000
2025-06-04,IN17248426002354,Out-723495,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-16,IN17248426001746,Out-550824,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001769,Out-4298462,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001983,Out-4555657,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001991,Out-550584,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-05-16,IN17248426001734,Out-4476737,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001984,Out-639937,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001775,Out-550718,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001778,Out-550584,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001969,Out-640003,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-06-04,IN17248426002349,Out-550598,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-06-04,IN17248426002355,Out-739834,Captain,Chings Secret,Chings Noodles,14000000014490,24.580000
2025-05-26,IN17248426001976,Out-4555572,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001992,Out-550791,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-06-04,IN17248426002358,Out-882008,Captain,Chings Secret,Chings Noodles,14000000014490,36.870000
2025-05-16,IN17248426001732,Out-979627,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001977,Out-4555612,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001782,Out-4510967,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001974,Out-639997,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001985,Out-639941,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-22,IN17248426001928,Out-550777,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001735,Out-550786,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001777,Out-550633,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001774,Out-550774,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001767,Out-4298425,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-22,IN17248426001934,Out-550795,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-06-04,IN17248426002356,Out-723587,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-06-04,IN17248426002348,Out-550700,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-26,IN17248426001993,Out-4478783,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-05-16,IN17248426001759,Out-4476417,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001773,Out-550762,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001996,Out-550633,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-05-16,IN17248426001763,Out-727643,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001747,Out-1056556,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001989,Out-739853,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-05-16,IN17248426001745,Out-727604,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-26,IN17248426001980,Out-4555635,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001754,Out-918471,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-22,IN17248426001933,Out-550662,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001972,Out-550690,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001780,Out-4478783,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-06-04,IN17248426002351,Out-615478,Captain,Chings Secret,Chings Noodles,14000000014490,36.870000
2025-05-16,IN17248426001776,Out-550739,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001760,Out-550836,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-20,IN17248426001886,Out-550642,Captain,Chings Secret,Chings Noodles,14000000014490,245.800000
2025-05-26,IN17248426001995,Out-550701,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-06-04,IN17248426002359,Out-950944,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-16,IN17248426001781,Out-4510107,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-06-04,IN17248426002350,Out-550741,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-26,IN17248426002001,Out-4476762,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-05-26,IN17248426001975,Out-4555484,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-06-04,IN17248426002357,Out-739812,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-16,IN17248426001743,Out-1391385,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001772,Out-918367,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426002000,Out-4510967,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-05-19,IN17248426A00045,Out-550649,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-05-16,IN17248426001740,Out-4476762,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-06-04,IN17248426002353,Out-615380,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-06-04,IN17248426002360,Out-4479346,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-26,IN17248426001986,Out-639947,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-06-04,IN17248426002352,Out-723510,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-16,IN17248426001771,Out-1297567,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001752,Out-727628,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001737,Out-550650,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001755,Out-727571,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001738,Out-550688,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-16,IN17248426001741,Out-550701,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-22,IN17248426001916,Out-1088306,Captain,Chings Secret,Chings Noodles,14000000014490,147.480000
2025-06-04,IN17248426002346,Out-615445,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-26,IN17248426001998,Out-1223559,Captain,Chings Secret,Chings Noodles,14000000014490,159.770000
2025-06-04,IN17248426A00093,Out-615439,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001744,Out-550655,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-22,IN17248426001929,Out-550630,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001750,Out-1223559,Captain,Chings Secret,Chings Noodles,14000000014490,122.900000
2025-05-20,IN17248426001887,Out-1401124,Captain,Chings Secret,Chings Noodles,14000000014490,245.800000
2025-06-04,IN17248426A00088,Out-615452,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-06-04,IN17248426002347,Out-550802,Captain,Chings Secret,Chings Noodles,14000000014490,12.290000
2025-05-16,IN17248426001801,Out-550688,Captain,Chings Secret,Chings Noodles,14000000014490,24.580000
2025-05-22,IN17248426001927,Out-550698,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001758,Out-727551,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-16,IN17248426001753,Out-550656,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-22,IN17248426001926,Out-724380,Captain,Chings Secret,Chings Noodles,14000000014490,49.160000
2025-05-10,IN17747926000849,Out-399926,Packaged Foods,Tata Salt,Tata Salt,14000000012069,1283.000000
2025-05-10,IN17747926000855,Out-399926,Packaged Foods,Tata Salt,Tata Salt,14000000012069,1283.000000
2025-05-10,IN17747926000851,Out-400021,Packaged Foods,Tata Salt,Tata Salt,14000000012069,51320.000000
2025-05-17,IN15890326002370,Out-378959,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,184.800000
2025-05-22,IN15890326002528,Out-379277,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,184.800000
2025-05-22,IN15890326002531,Out-378938,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,123.200000
2025-05-22,IN15890326002529,Out-378939,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,184.800000
2025-05-22,IN15890326002527,Out-378884,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,184.800000
2025-05-22,IN15890326002530,Out-378879,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000012925,184.800000
